,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
11,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (10/28),198200.0,1일전 (10/27),197400.0,1주일전 (10/21),196600.0,2주일전 (10/14),195600.0,1개월전,194800.0,1년전,173520.0,일평년,156720.0,2020-10-28
9,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (10/29),390600.0,1일전 (10/28),386600.0,1주일전 (10/22),385400.0,2주일전 (10/15),382600.0,1개월전,376200.0,1년전,432600.0,일평년,343737.0,2020-10-29
10,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (10/29),358600.0,1일전 (10/28),354600.0,1주일전 (10/22),353400.0,2주일전 (10/15),350600.0,1개월전,339200.0,1년전,405600.0,일평년,316347.0,2020-10-29
11,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (10/29),198200.0,1일전 (10/28),198200.0,1주일전 (10/22),196600.0,2주일전 (10/15),195600.0,1개월전,194800.0,1년전,173560.0,일평년,156667.0,2020-10-29
9,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (10/30),390600.0,1일전 (10/29),390600.0,1주일전 (10/23),385400.0,2주일전 (10/16),382600.0,1개월전,376200.0,1년전,431000.0,일평년,341720.0,2020-10-30
10,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (10/30),358600.0,1일전 (10/29),358600.0,1주일전 (10/23),353400.0,2주일전 (10/16),350600.0,1개월전,339200.0,1년전,404000.0,일평년,314853.0,2020-10-30
11,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (10/30),198200.0,1일전 (10/29),198200.0,1주일전 (10/23),197400.0,2주일전 (10/16),195600.0,1개월전,194800.0,1년전,173400.0,일평년,156613.0,2020-10-30
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (10/31),,1일전 (10/30),390600.0,1주일전 (10/24),,2주일전 (10/17),,1개월전,376200.0,1년전,431000.0,일평년,341720.0,2020-10-31
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (10/31),,1일전 (10/30),358600.0,1주일전 (10/24),,2주일전 (10/17),,1개월전,339200.0,1년전,404000.0,일평년,314853.0,2020-10-31
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (10/31),,1일전 (10/30),198200.0,1주일전 (10/24),,2주일전 (10/17),,1개월전,194800.0,1년전,173400.0,일평년,156613.0,2020-10-31
9,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (11/02),390600.0,1일전 (11/01),,1주일전 (10/26),385400.0,2주일전 (10/19),385400.0,1개월전,376200.0,1년전,425000.0,일평년,329240.0,2020-11-02
10,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (11/02),358600.0,1일전 (11/01),,1주일전 (10/26),353400.0,2주일전 (10/19),353400.0,1개월전,339200.0,1년전,398000.0,일평년,304680.0,2020-11-02
