,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/15),46900.0,1일전 (05/14),46900.0,1주일전 (05/08),46900.0,2주일전 (05/01),,1개월전,46950.0,1년전,49180.0,일평년,40467.0,2020-05-15
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/15),45360.0,1일전 (05/14),45360.0,1주일전 (05/08),45360.0,2주일전 (05/01),,1개월전,45410.0,1년전,47580.0,일평년,39173.0,2020-05-15
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/16),,1일전 (05/15),46900.0,1주일전 (05/09),,2주일전 (05/02),,1개월전,46950.0,1년전,49180.0,일평년,40467.0,2020-05-16
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/16),,1일전 (05/15),45360.0,1주일전 (05/09),,2주일전 (05/02),,1개월전,45410.0,1년전,47580.0,일평년,39173.0,2020-05-16
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/18),46900.0,1일전 (05/17),,1주일전 (05/11),46900.0,2주일전 (05/04),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40400.0,2020-05-18
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/18),45360.0,1일전 (05/17),,1주일전 (05/11),45360.0,2주일전 (05/04),45360.0,1개월전,45360.0,1년전,47580.0,일평년,39100.0,2020-05-18
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/19),46900.0,1일전 (05/18),46900.0,1주일전 (05/12),46900.0,2주일전 (05/05),,1개월전,46900.0,1년전,49180.0,일평년,40333.0,2020-05-19
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/19),45360.0,1일전 (05/18),45360.0,1주일전 (05/12),45360.0,2주일전 (05/05),,1개월전,45360.0,1년전,47580.0,일평년,39027.0,2020-05-19
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/20),46900.0,1일전 (05/19),46900.0,1주일전 (05/13),46900.0,2주일전 (05/06),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40267.0,2020-05-20
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/20),45360.0,1일전 (05/19),45360.0,1주일전 (05/13),45360.0,2주일전 (05/06),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38953.0,2020-05-20
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/21),46900.0,1일전 (05/20),46900.0,1주일전 (05/14),46900.0,2주일전 (05/07),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40200.0,2020-05-21
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/21),45360.0,1일전 (05/20),45360.0,1주일전 (05/14),45360.0,2주일전 (05/07),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38880.0,2020-05-21
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/22),46900.0,1일전 (05/21),46900.0,1주일전 (05/15),46900.0,2주일전 (05/08),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40173.0,2020-05-22
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/22),45360.0,1일전 (05/21),45360.0,1주일전 (05/15),45360.0,2주일전 (05/08),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38853.0,2020-05-22
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/23),,1일전 (05/22),46900.0,1주일전 (05/16),,2주일전 (05/09),,1개월전,46900.0,1년전,49180.0,일평년,40173.0,2020-05-23
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/23),,1일전 (05/22),45360.0,1주일전 (05/16),,2주일전 (05/09),,1개월전,45360.0,1년전,47580.0,일평년,38853.0,2020-05-23
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/25),47020.0,1일전 (05/24),,1주일전 (05/18),46900.0,2주일전 (05/11),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40189.0,2020-05-25
